product_id,title,brand,category,description
B00009UT60,BPH-S 5003 Backpack Harness Short,Tenba,Accessories > Camera & Photo > Electronics,The Tenba Backpack harness converts your shoulder and waist camera bags into a backpack providing a comfortable and convenient way to carry your gear. The 5003 is also suitable for long lens cases. Weight: 2 lb
B00009USUJ,ILFORD MG Filters 3.5 x 3.5 Inches (1762628),Ilford,Film Photography > Camera & Photo > Electronics > Film,Ilford Multigrade Gelatin Filter Set 3.5 x 3.5
B00009UT6U,Pioneer STC46D 4&quot; X 6&quot; Designer Album,Pioneer Photo Albums,Lighting & Studio > Camera & Photo > Professional Photo Albums > Electronics > Storage & Presentation Materials > Photo Studio,"Pioneer STC46D 4"" X 6"" Designer AlbumPioneer STC46D 4"" X 6"" Designer Album Features:; Clear 3-up side loading pockets with white paper background; Will accept up to 6 extra refill packs; Archival, acid free and photo safe; 3 ring binder with 1-1/2"" rings; 300 photo capacity; Assorted colors; Holds three 4"" x 6"" photos per page"
B00009UTA3,Pelican 1551 4 Piece Replacement Foam Set for 1550 Case,Pelican,Accessories > Electronics > Camera &amp; Photo,"Pelican 1551 4 -Piece Replacement Pick N Pluck Foam Set for 1550 Case for the Pelican 1550 Case. You can customize the fit of this foam set to meet your individual needs, providing extra protection for your valuable equipment. Pieces include: Lid Layer 1: , Lid Layer 2: 1.75-Inch Convolute, Base Layers: 0.75-Inch Pad, , 2.50-Inch Diced, 2.50-Inch Diced, , ,  "
B00009UTCA,Davis &amp; Sanford Provista 7518 Tripod with FM18 Head,Davis & Sanford,Tripods & Monopods > Camera & Photo > Electronics > Complete Tripods,"Alfred Hitchcock once said, ""In feature films the director is God; in documentary films God is the director."" Beyond the director is the person holding the camera, often the director. The Tiffen Davis & Sanford ProVista 7518 Video Tripod and Head is the tool the budding director needs.<BR><BR> The ProVista 7518 Tripod is designed for videographers who need a heavy-duty tripod for a variety of field, studio, educational, and industrial applications. It supports cameras weighing up to 18 pounds. The ProVista is a three-section aluminum tripod with a non-glare black anodized finish. Quick release leg locks are easy to use even in the cold. For fast setup, the locks flip open and close with only a half twist. The top-leg section of the tripod has double-strut construction for stability. A 75 millimeter claw ball adds mobility and stability to your shooting. The 3/8""-16 mounting screw will accept most professional tripod heads. The rubber feet provide traction on any surface, indoors and out. Maximum height for the ProVista is 64 inches, minimum height is 31 inches. Tripod weight without a head is 8 pounds.Matched up perfectly to the ProVista 7518 tripod is the FM18 Fluid Head, which can also hold up to 18 pounds. Designed for heavy-duty use with Mini DVs and large camcorders, offering fluid-smooth 360 panning and 90 up-and-down tilting. Separate, easy-grip knobs lock and unlock the panning and tilting mechanism.<BR><BR> Mid level spreader included adds additional support Rubber feet grab any surface. Non-glare black anodized finish Maximum Height - 64 Maximum Load - 18 lbs. Minimum Height - 28 Tripod Weight - 10 lbs. 3 oz. Includes FM18 Head Fluid head with 18 pound capacity ensures smooth operation. Sliding quick release plate system affords variable balance control. 2 adjustable removable pan handles provide easy maneuverability. Independent tilt"
B00009UT5D,Smith Victor Large Reflector Collar,Smith-Victor,Lighting & Studio > Camera & Photo > Lighting > Electronics > Reflectors > Lighting Controls & Modifiers,Attaches to Sockets or Larger Reflector Necks. Use with SV563 Ball Stud
B00009UTDM,Pentax F 67mm Lens Cap for Pentax SMCPDA 16-45mm Zoom Lens,Pentax,Camera & Photo > Lens Accessories > Lens Caps > Electronics > Accessories,Pentax has been a leader in the photographic field for many years. Many Pentax innovations have become standards in the industry. Pentax s enthusiasm and devotion towards the development of high-quality products have thrived over the years and continues to be stronger than ever.
B00009UT5U,"Pioneer 5"" x 5"" Wedding Proof Photo Album #PF-55, 48 Photo Pocket, Refillable",Pioneer,Professional Photo Albums > Electronics > Photo Studio > Storage &amp; Presentation Materials > Lighting &amp; Studio > Camera &amp; Photo,Features 5''x5'' optically clear pockets with a white mesh background. This proof album includes professional reorder sheets. Initially holds 48 prints and expands to accept unlimited refills Style No. 55-PF. Available in white deluxe covers accented with gold-tooling.
B00009UT7Q,Pioneer Microfiber Photo Memory Cleaning Cloth,Pioneer Photo Albums,Accessories > Cleaning Equipment > Camera & Photo > Electronics,"Microfiber 8 inch by 8 inch cloth removes smudges, fingerprints, lint, dirt and dust."
B00009UT6W,"Pioneer Classic 3 Ring Photo Album with Solid Color Covers &amp; Gold Trim, Holds 180 4&quot; x 7&quot; Photos, 3 Per Page.",Pioneer,Lighting & Studio > Camera & Photo > Electronics > Photo Studio,"Pioneer Classic 3 Ring Photo Album with Solid Color Covers & Gold Trim, Holds 180 4x7"" Photos, 3 Per Page."
B00009UT2C,Sunpak 620-331 Tripod with Medium Ball Head,SUNPAK,Accessories > Binocular Accessories > Electronics > Camera &amp; Photo,"Sunpaks medium tripod wih ball head is made of ultra-lightweight alloy. Includes quick-release leg locks, tension adjustment and 3-position low angle leg adjustments. It is an economical full-size tripod that's ideal for still and video cameras of all types. Sunpak is one of the world's largest manufacturers of electronic flash equipment. It has earned a reputation for advanced technical achievement and superior quality. Sunpak electronic flashes are produced for professionals, advanced amateurs, enthusiasts, and casual photographers. They are designed to work with today's auto focus cameras having dedicated flash capabilities. All Sunpak flash units offer advanced features, which provide the widest range of creative control. They are supported by a wide spectrum of system accessories, such as dedicated modules, filters, adapters, batteries and more. An enhanced version of the 3300 Pro, the 3300 Pro-B tripod extends from a minimum working height of 11 inches to a maximum height of 62.9 inches, guaranteeing plenty of versatility when setting up for still or video camera shots. The 3300 Pro-B is distinguished by such features as three-position angle adjustment latches for maximum stability and strength, a lift-and-lock split center column that facilitates quick and precise height adjustments (along with extreme low-angle shots), and a removable accessory hanger on the center column. The hanger is particularly handy, as it lets you suspend a stabilizing weight that minimizes the camera and tripod movement during low-light and slow-shutter shots. And thanks to the separate leg extensions--each of which includes a quick-release leg lock--it's a breeze to set up your equipment on uneven terrain without sacrificing stability. The Pro-B tripod, which folds down to a compact 23.2 inches long, weighs a mere 2.7 pounds and supports up to 11 pounds of camera equipment."
B00009UTH3,Quantum Turbo Long Cable for Sunpak Flash (CS6),Quantum,Camera & Photo > Battery Packs > Flash Accessories > Electronics > Accessories,A long coiled cable for connecting any Quantum Turbo Battery into high voltage input on select select flashes. Use this cable when mounting a flash to light stand or monopod. Cable stretches to 6 feet.
B00009UT8T,Pelican PCS145 Soft Side Camera Equipment Bag,Pelican,Bags & Cases > Camera Cases > Camera & Photo > Electronics,"The Pelican PCS145 Shoulder Bag is a soft sided case made to carry your equipment inside a Pelican 1450 series Protector watertight case. The case can carry one photo or digital SLR with four lenses, flash, film and accessories. The bag opens form the top or side and has front and side pockets to carry miscellaneous items and accessories. The bag can be carried by the padded carrying handle, adjustable backpack straps or the included removable, adjustable shoulder strap is removable. The bag has movable dividers to customize the interior."
B00009UT7O,"Pioneer Photo Albums 30 Pocket Refill for APS-247 Series Photo Albums, 5 by 7-Inch",Pioneer Photo Albums,Lighting & Studio > Camera & Photo > Professional Photo Albums > Electronics > Storage & Presentation Materials > Photo Studio,"This 20 pocket refill for 5""x7"" prints fits all Pioneer Photo Albums APS-247 series albums. Pockets are optically clear with paper shaded backgrounds. Photo Safe: Acid, lignin and PVC free."
B00009UTCP,Pentax AF280T Shoe Mount Flash,Pentax,Shoe Mount Flashes > Flashes > Electronics > Camera &amp; Photo,For use with auto focus cameras
B00009UT99,Pelican 1200 Case With Foam (Silver),Pelican,Camera Cases > Bags &amp; Cases > Electronics > Camera &amp; Photo,Constructed of light weight structural resin with a polymer sponge o-ring seal and exclusive purge valve. Supplied complete with pre-scored Pick  N  Pluck foam or padded dividers. Also includes locking flanges massive multiple latches for security and a comfortable molded fold-down handle. Personalized Nameplate custom colors foam inserts and private label logo also available. Exterior dimensions: 10 5/8 L X 9 11/16 W X 4 7/8 D. Interior dimensions: 9 3/8 L X 7 1/4 W X 4 1/16 D.
B00009UTH5,Quantum Turbo CZ2 Flash Cable - Long (for Canon),Quantum,Lighting & Studio > Light Meters & Accessories > Camera & Photo > Electronics,"Quantum Instruments CZ Dedicated Module (Connection Cable) - to Power Canon 430EZ, 480G, 540EZ, 550EX, 580EX, MT-24EX &amp; MR-14EX Flashes with Turbo Series Battery Pack"
B00009UTFO,Pentax SMCP-FA 645 200mm f/4 (IF) Telephoto Auto Focus Lens - USA,Pentax,Lenses > SLR Camera Lenses > Electronics > Camera Lenses > Camera &amp; Photo,Pentax 645 Mount 35mm Equivalent Focal Length: 157mm Aperture Range: f/4-32 Internal Focusing 2 Extra-Low Dispersion Glass Element Ghostless Coating Eliminates Reflections
B00009UTCH,Tiffen 37EF1 37mm Enhancing Filter,Tiffen,Camera & Photo > Filters & Accessories > Skylight & UV Filters > Electronics > Accessories,"The Tiffen Enhancing Filter is a great addition to your filter collection. This filter makes reds, rust browns and oranges ""pop"", with minimal effect on other colors. Perfect for fall foliage, earthtone rock formations, architecture, woodwork, faded rustic barns and any photos where red, brown and orange subjects should be enriched or appear more intense."
B00009UTCX,"Pentax Binocular to Tripod Adapter U for the UCF, UCF-V, UCF-G, UCF-X &amp; UCF-WR Bincoulars with Tripod Socket",Pentax,Accessories > Binocular Accessories > Camera & Photo > Electronics,"Tripod adapter for UCF V, UCF G, UCF Zoom, and UCF x series binoculars."
B00009UTEM,10x28 DCF MP Binoculars--,Live2Pedal,Binoculars > Binoculars &amp; Scopes > Electronics > Camera &amp; Photo,"Binoculars 10 x 28 - fogproof, waterproof - roof - black"
B00009UT41,"Smith Victor Flashlite 110i, 100 Watt Second Monolight With 60 Watt Modeling Lamp",Smith-Victor,Lighting & Studio > Strobe Lighting > Camera & Photo > Lighting > Monolights > Electronics,100 watt/second variable power monolight with 60-watt quartz halogen modeling lamp.
B00009UTAC,Pelican 1614 Watertight Hard Case with Dividers &amp; Wheels - Black,Pelican,Bags & Cases > Camera Cases > Camera & Photo > Electronics,"Unbreakable, watertight, dustproof, chemical resistant and corrosion proof. These are some of the features of this Pelican Protector Case that offers total protection for your equipment. It is made of Ultra High Impact structural copolymer that makes it strong and durable. Its exclusive 1/4"" (6.4 mm) neoprene o-ring and ABS latches seal perfectly and includes an automatic purge valve for quick equalization after changes in atmospheric pressure. It is equipped with 2"" (5 cm) hard rubber transport wheels, a retractable extension handle and multiple fold down carrying handles. Your equipment can fit into the high density foam or <b> padded dividers (included in this version) </b> for total subjection and protection against impact, vibration or shock. A nameplate (included) can be personalized (engraved at additional cost)"
B00009UTF0,Pentax 37342 Coiled 4P Synchro Cord B for AF-500 FTZ,Pentax,Flash Accessories > Accessories > Camera & Photo > Electronics,Pentax has been a leader in the photographic field for many years. Many Pentax innovations have become standards in the industry. Pentax s enthusiasm and devotion towards the development of high-quality products have thrived over the years and continues to be stronger than ever.
B00009UTCW,Pankoo Monoculars,Pankoo,Monoculars > Binoculars &amp; Scopes > Electronics > Camera &amp; Photo,"Tripod adapter for Designed to mount a wide range of PENTAX series binoculars with tripod sockets on a standard 1/4""-20 tripod. For: XCF PCF-WPII DCF-HS DCF-HRc DCF-SP"
B00009UTFV,Tiffen 52PM2 52mm Pro-Mist 2 Filter,Tiffen,Filters &amp; Accessories > Accessories > Electronics > Camera &amp; Photo,"The Pro-Mist is a popular motion picture effect that creates a special ""atmosphere"" by softening excess sharpness and contrast. It generates a pearlescent halo around highlights. Lighter grades are useful in toning down the excessive sharpness and contrast of contemporary film and lens combinations. This Hollywood/FX filters was originally designed for the TV and Motion Picture industry, but is now available to all photographers and videographers."
B00009USW7,Polymax Filter Kit &amp; Holder for below lens,Kodak,Accessories > Camera & Photo > Electronics > Filters & Accessories,"Kodak Polymax Filters in Frames Comes in rigid filter frames for under-lens use. Set of 12 speed-matched polyester filters for controlling Kodak or other selective-contrast papers. Polymax filters provide an expanded range of contrast grades from approx. Grade -1 to Grade 5+. Filters come in 1/2 grade increments, with the neutral filter being rated a 21/2. Slide-in Carrier and storage box included."
B00009UTIE,Quantum Module XDC4 Short Cable,Quantum,Accessories & Supplies > Audio & Video Accessories > Cables & Interconnects > Electronics,Quantum Module XDC4 Short Cable
B00009UTGF,Quantum FW-53N Freewire Wireless TTL Adapter for Canon,Quantum,Lighting & Studio > Slaves > Strobe Lighting > Camera & Photo > Lighting > Electronics,"Quantum's TTL adapters for FreeWire wireless transceivers let your camera control flash exposure without wires. For location portraiture (beach, desert, park, etc.) use wireless TTL when photographing subjects at longer distances, when TTL cables are not practical. For commercial photography mount a Qflash in a light box and shoot wireless TTL for camera controlled soft lighting. Quantum's wireless TTL adapters work with both Qflash T & Qflash X series."
B00009USZ7,Domke 711-12B Medium Filmguard Bag (Black),Domke,Lens Cases > Bags &amp; Cases > Electronics > Camera &amp; Photo,"Filmguard Bags are designed to protect film from exposure to harmful x-rays during airport security and custom checks. These lead lined bags protect unprocessed film and other sensitive media against the low dosage x-ray machines that are used in airports around the world. Without this type of protection, unprocessed film can become fogged or streaked, resulting in lost photographs. The triple layer construction includes and outer shell of water resistant ballistic nylon, a lead-impregnated vinyl sheet and smooth interior nylon lining. Full length 1-1/2"" hook and loop closures and water resistant materials keep dust and moisture out."
B00009UT1V,SUNPAK MINI-PROPLUS/B Mini Tripod with Compact Ballhead,SUNPAK,Tripods & Monopods > Camera & Photo > Electronics > Complete Tripods,"pSunpak Mini-PRO Plus/B tripod is ready to fill any small tripod need. The Mini-PRO Plus/B, in black anodized finish, features Sunpaks compact ball head. With its large locking knob and full 90-degree tilt for vertical format, the Mini-PRO Plus/B has a load capacity exceeding 2 lbs. /p"
B00009UT3F,Sunpak 620-080 Tripod,SUNPAK,Tripods &amp; Monopods > Electronics > Camera &amp; Photo > Complete Tripods,"3-way Panhead;3-section Legs;2 Quick-release Plates; extended Height: 60.2""; Folded Height: 20.8""; Weight: 2.9 Lbs. Extending to over 60 inches, Sunpak's 8001UT can support camera equipment weighing as much as 6 pounds, 9 ounces, far more than many comparably priced tripods. The 8001UT is distinguished by such features as a quick-release platform with an integral bubble level for precise leveling, a second circular bubble level at the critical tripod collar for precise alignment, and a precision-geared center column with a 1/4 x 20 accessory mounting stud. It's also a breeze to make individual adjustments thanks to the three-way pan head--complete with reference scales--and the large locking platforms. Other details include metal center leg braces, a tension/load adjustment system, quick-release leg locks with heavy-duty rubber leg tips, and retractable spiked feet for rock-solid stability in uneven terrain. The tripod, which comes with a second quick- release mounting plate for a second camera or camcorder, offers a leg diameter of 25mm and is coated in a distinctive champagne finish.  "
B00009UTI7,Replacement Charger 115 Vac,Quantum,Electronics > Computer Accessories & Peripherals > Webcams > Audio & Video Accessories > Computers & Accessories,"Quantum is in the business of data protection - Quantum knows what it takes to meet today s demands. From the desktop to the data center, Quantum solutions combine the most reliable and cost-effective technologies with ease of integration, protecting your business-critical data with scalable systems."
B00009UT8X,PCS155 Soft Case for 1550,Pelican,Bags & Cases > Camera Cases > Camera & Photo > Electronics,"This bag carries either one or two SLRs with up to seven lenses, a medium format system or large format camera. It features expandable outer side pockets, interior and exterior mesh pockets, an elastic shock cord for carrying a tripod, a removable shoulder strap, adjustable backpack straps and anti-twist double D rings. Fits into the Pelican 1550 hard case."
B00009UTHR,Quantum QF30 Replacement Flashtube for the QFlash Models T &amp; T2.,Quantum,Lighting & Studio > Camera & Photo > Lighting > Electronics > Flash Tubes,"QF30 Qflash Replacement FLashtube for T2, T4"
B00009UTGW,Quantum Turbo Long Cable for Metz Flash (CM4),Quantum,Sync &amp; PC Cords > Flash Accessories > Electronics > Accessories > Camera &amp; Photo,A long coiled cable for connecting any Quantum Turbo Battery into high voltage input on select Metz flashes. Use this cable when mounting a flash to light stand or monopod. Cable stretches to 6 feet.
B00009UTJX,Tiffen 55mm Sky 1-A Filter,Tiffen,Camera & Photo > Filters & Accessories > Skylight & UV Filters > Electronics > Accessories,The Sky 1A filter absorbs a significant almost half of UV light to ensure sharper detail and is pink-tinted for added warmth and better colors. It is particularly useful when shooting in outdoor open shade and on overcast days.
B00009UT9B,Pelican 1450 Case With Foam (Silver),Pelican,Bags & Cases > Camera Cases > Camera & Photo > Electronics,"The Pelican 1450 Case with Foam for Camera is watertight, crushproof, and dust proof. It comes with a three piece customizable foam set to keep your valuables firmly in place. This strong, lightweight case is waterproof, coming with an O-ring seal and automatic pressure equalization valve to make it easy to open. With a comfortable rubber over-molded handle and strong stainless steel hardware, the Pelican 1450 case is tough and convenient. This cases features easy open double throw latches and padlock protectors. Our personalized nameplate service is available. As always, this case comes with the Pelican limited lifetime guarantee. Interior measurements: 14.62"" W x 10.18"" H x 6.00"""
B00009UTIJ,Quantum 1.5' (0.5m) Coiled Cord for RS4/4i (505S/Si) PC Male to Household Male (twin prong),Quantum,Camera & Photo > Sync & PC Cords > Flash Accessories > Electronics > Accessories,This replacement sync cord is for the Quantum Radio Slave 4i which can trigger any number of remote flashes up to 350  away.
B00009UTG7,Quantum FW26 Multi Clip for FreeWire,Quantum,Lighting > Lighting &amp; Studio > Electronics > Camera &amp; Photo,"The FW26 Multi Clip attaches to the back of your FreeWire enabling the unit to be clipped to your belt, accessory bracket or light stand (using the optional QBC mounting clamp).Because the Multi Clip can swivel it enables you to attach your FreeWire to ma"
B00009UTJL,"Roadwired R.A.P.S! Advanced Protection Small Wrap, Yellow",Skooba Designs,Security & Surveillance > Electronics,"Talk about a product with  a jillion-and-one uses!  Versatile, inexpensive R.A.P.S. are an ideal way to add an extra measure of carrying protection, particularly inside luggage, carry-ons or other unpadded cases. Just wrap up anything you want to protect, pack it, and go! Skooba Designs exclusive Advanced Protection System offers a unique combination of  defensive  features: weather resistance, shock absorption, and--most notably--high-tech protection against environmental pollutants and corrosion."
B00009UTJG,Skooba&reg; / RoadWired 12 Advanced Protection System Wrap - Black,Skooba Designs,Bags & Cases > Camera Cases > Camera & Photo > Electronics,"Talk about a product with  a jillion-and-one uses!  Versatile, inexpensive R.A.P.S. are an ideal way to add an extra measure of carrying protection, particularly inside luggage, carry-ons or other unpadded cases. Just wrap up anything you want to protect, pack it, and go! Skooba Designs exclusive Advanced Protection System offers a unique combination of  defensive  features: weather resistance, shock absorption, and--most notably--high-tech protection against environmental pollutants and corrosion."
B00009UTIF,Quantum AC adapter/charger for 405R or AC adapter for 505R - 115 VAC,Quantum,"Batteries, Chargers &amp; Accessories > AC Adapters > Electronics > Accessories &amp; Supplies",AC Adapter for 505R/405R.
B00009UTJQ,Skooba / RoadWired 16 Advanced Protection System Wrap - Yellow,Skooba Designs,Electronics > Security &amp; Surveillance,"Talk about a product with  a jillion-and-one uses!  Versatile, inexpensive R.A.P.S. are an ideal way to add an extra measure of carrying protection, particularly inside luggage, carry-ons or other unpadded cases. Just wrap up anything you want to protect, pack it, and go! Skooba Designs exclusive Advanced Protection System offers a unique combination of  defensive  features: weather resistance, shock absorption, and--most notably--high-tech protection against environmental pollutants and corrosion."
B00009UTKH,Polaris SPD500 Flash Meter,Polaris,Lighting & Studio > Camera & Photo > Electronics > Light Meters & Accessories > Light Meters,Polaris SPD500 is an easy to use flash and ambient light meter. Take accurate spot and incedent meter readings accurate to 1/10th of an F-Stop and get good exposures every time. One of the best values in exposure meters on the market.
B00009UT9U,Pelican Photographer's Lid Organizer for 1500 &amp; 1520 Series Cases,Pelican,Bags & Cases > Camera Cases > Camera & Photo > Electronics,"Pelican 1508 insert; photo, [PRICE is per EACH]"
B00009UT1Q,Sunpak MINI-PLUS Mini Tripod with 3-Way Panhead,SUNPAK,Tripods &amp; Monopods > Electronics > Camera &amp; Photo > Complete Tripods,"pSunpak Mini-Plus tripod is ready to fill any small tripod need. The Mini-Plus, with its distinctive champagne finish, is the ultimate in compact yet full-feature design. Its 3-way head with built-in bubble level and retractable video indexing pin features a short panning knob to maintain its ultra compact design. The pan head is easily removed for use with other Sunpak accessories, such as the Sunpak Compact Ballhead. /p"
B00009UTKU,TIFFEN 58HFXGK1 58MM Wedding &amp; Portrait Kit,Tiffen,Camera & Photo > Filters & Accessories > Electronics > Accessories > Filter Sets,"This kit contains the most useful filters for wedding and portrait photography. consisting of the Warm Soft/FX 3, Black Pro-Mist 3, Warm Pro-Mist 3 and a 4-Pocket Filter Pouch you will have everything you need for spectacular shots. Multiple Filter Kits are more economical than individual filter purchases, these multiple filter kits take the guesswork out of choosing a variety of creative filter effects. Pre-packaged assortments, with combinations of Tiffen's most popular filters, provide a range of artistic possibilities for almost every application and budget."
B00009UTDL,Pentax 49mm Lens Cap for the Pentax D FA 50mm &amp; 100mm f/2.8 Lenses for Pentax and Samsung Digital SLR,Pentax,Camera & Photo > Lens Accessories > Lens Caps > Electronics > Accessories,"Lens cap, fits lenses with 49mm filter threads."
B00009UTJY,Raynox HD-4500 Pro 0.45x Super Wide Angle Lens Taxes Included! [Camera],Raynox,Camera & Photo > Batteries > Camera Batteries > Electronics > Accessories > Batteries & Chargers,An amazing super wide-angle lens of 0.45X widens the angle of view dramatically and focuses at any zoom position. Mounting threads is 52mm. The HD-4500PRO Wide-angle lens is made with an acceptable good optical quality for general use.
B00009UTKL,Stroboframe 300-EOS Anti-Twist Plate for Canon EOS (Black),Stroboframe,Camera & Photo > Flash Accessories > Electronics > Camera Brackets > Accessories,"These Anti-Twist-Plates prevent your camera from twisting off axis from the flash. Register and lock you camera in position on these ultra thin plates via locating pins on a camera platform. These are recommended for use the Stroboframe Folding Flip Bracket. This plate is designed to fit Canon camera models: 10D, Digital Rebel, Eos 1Ds, Eos 5D, Nikon D2H and D2X."
B00009UTKF,Shepherd SFD110 Polaris Flat Diffuser Attachment,Shepherd,Diffusers > Flash Accessories > Electronics > Accessories > Camera &amp; Photo,"The Polaris Flat Diffuser is used to measure the lighting ratio between main and auxiliary light, to determine luminance values and to take exposure reading to flat subject such as paintings or copying documents. Quick and easy mounting."
B00009UTD7,Pentax Electronic Cable Switch for Pentax Digital SLR Cameras,Pentax,Accessories > Batteries &amp; Chargers > Electronics > Camera &amp; Photo,D1) PENTAX CS-205 CABLE RELEASE
B00009UTEX,Pentax SMC 28-90mm f3.5-5.6 FA Silver Zoom Lens,Pentax,Lenses > Camera Lenses > Camera & Photo > Electronics,
B00009UTKB,Tiffen 58BWFK 58mm Black and White Filter Kit,Tiffen,Filters &amp; Accessories > Electronics > Accessories > Camera &amp; Photo > Filter Sets,"This Black and White Imaging Kit is the ultimate for contrast control. Consisting of a Green 13, Yellow 6, Red 25, and 4-Pocket Filter Pouch this kit contains everything you need for spectacular images. Although originally intended for use with black and white film, these filters can also be used as a creative tool in color imaging. Multiple Filter Kits are more economical than individual filter purchases, these multiple filter kits take the guesswork out of choosing a variety of creative filter effects. Pre-packaged assortments, with combinations of Tiffen's most popular filters, provide a range of artistic possibilities for almost every application and budget."
B00009UTK3,Insta-Wide: Semi-Fisheye Ultra-Wideangle Lens 0.3X with universal sized(27-37mm thread) mount packed in display box,Raynox,Camera & Photo > Lens Accessories > Electronics > Adapters & Converters > Accessories,"Attaching this unique Semi-Fisheye Super Insta-Wide lens to your camcorder, you can produce a creative movie in wedding party, or make practically useful picture in your trade activity such as housing, insurance, construction and others. The Snap-on universal mount is for 27-37mm filter sizes. (Limited in use at most wideangle setting) Nominal 0.3X(Actual 0.3X/diagonal). Size/Weight : 50mm x 13mm 40gr"
B00009UT8M,Pelican MityLite Tracker,Pelican,Camera & Photo > Battery Chargers > Electronics > Accessories > Batteries & Chargers,"Pelican's Tracker is the handiest pocket light ever made. Submersible to 30 feet and 3 1/2"" in length this flashlight attaches to almost anything making it an ideal hands free flashlight. The Tracker easily fits into tool/tackle boxes, photographer's equipment travel bags and is perfect for any outdoor activity, scuba diving, home, office, or emergency lighting. The Tracker includes 2-AAA cell Energizer batteries and is designed in yellow."
B00009UTMK,Tiffen 58VSTR 58mm Vector Star Filter,Tiffen,Camera & Photo > Filters & Accessories > Electronics > Accessories > Effects Filters,"The Vector Star filter offers exciting and dazzling Star effects generated from original point or reflected light sources with the added glitter and sparkle of these exclusive, natural looking asymmetrical designs and shapes. Great for water scenes, candle flames, street lights, and more!"
B00009UTGP,Quantum Turbo Power Cable for Digital Nikon Cameras (CD100),Quantum,Cables &amp; Interconnects > Power Cables > Audio &amp; Video Accessories > Electronics > Accessories &amp; Supplies,"Long cord supplying power from a Quantum Turbo, Turbo 2x2 or Turbo 3 to select Nikon cameras. You won't run out of camera power with supplied power from a Turbo. The power cord plugs directly into the camera's DC input port."
B00009UTLS,Stroboframe Pro-T Flash Rotating Bracket,Tiffen,Accessory Kits > Camera & Photo > Electronics > Digital Camera Accessories > Accessories,"The Stroboframe Pro-T Bracket is designed for you to hold the camera rather than the bracket, for a more natural way of shooting. Also allows you to instantly switch between horizontal and vertical compositions. Integral QR (Quick-Release) Plate mates to optional QR Receiver, allowing the bracket and tripod to be attached or detached instantly. Among Stroboframe's lightest and fastest professional flash rotating brackets, the Pro-T features a pivoting, machined flash arm that centers the flash above the lens, creating picture-perfect horizontal and vertical compositions. Unlike conventional brackets, the Pro-T lets you hold the camera rather than the bracket, providing a more natural way of shooting. It also allows you to switch between horizontal and vertical compositions instantly. The solid machined aluminum construction, meanwhile, is lightweight and rigid, ensuring superior balance in the hand. And thanks to the Pro-T's 3-inch downward flash tilt, photographers will enjoy improve lighting coverage for all typical flash shooting distances. Other details include an integral quick-release (QR) plate that mates to an optional QR receiver for quick tripod mounting, full compatibility with accessory battery packs or motor drives, and a nominal lens-to-flash distance of 12 inches. The Pro-T, which stands 9.25 inches tall and weighs 14 ounces, works with all Stroboframe flash mounts, anti-twist plates, and quick-release accessories. <b>What's in the Box</b><br> Pro-T bracket, 1/4""-20 camera mounting screw and flash mounting knob, cork base pad, flash arm adjustment wrench."
B00009UTLU,Stroboframe Camera Flip Flash Bracket,Tiffen,Flash Accessories > Electronics > Camera Brackets > Accessories > Camera &amp; Photo,"Camera Flip The value leader in Rotary-Link brackets. This model is a compact, lightweight bracket at a very affordable price. It is best for cameras without large, add-on accessory motor drives and comes complete with a machined, shoe-type flash mount. Features: Low-profile Rotary-Link system lets you turn your camera from horizontal to vertical with a flick of the wrist. The flash stays centered above the lens. Supplied with machined, positive-locking shoe mount. Mount is interchangeable with other optional flash mounts. Cushioned, neoprene foam grip is comfortable for both shooting and carrying. Its compact size is perfect for storage in camera bags. The Stroboframe Camera Flip is a compact, lightweight flash bracket designed for cameras <i>without</i> large, add-on accessory motor drives. The affordable unit sports Stroboframe's low-profile Rotary-Link system, which lets you turn your camera from horizontal to vertical with a flick of the wrist while still keeping the flash centered above the lens. As a result, your photos will receive optimum light regardless of the camera's orientation. On the side sits a cushioned neoprene foam grip that's comfortable for both shooting and carrying. And thanks to the Camera Flip's compact chassis, the bracket stuffs conveniently in most camera bags, making it ideal for traveling. The Camera Flip--which offers a nominal lens-to-flash distance of 12 inches and comes with a machined, positive-locking shoe mount--is backed by a five-year warranty. <b>What's in the Box</b><br /> Camera Flip, shoe mount, 1/4""-20 camera mounting knob, cork base pad."
B00009UT3E,"TOPGO WW-0020 Palette Boy Cut paintable 8ft prelit Zero Sally s, Blue",TOPGO,Lighting & Studio > Camera & Photo > Electronics > Photo Studio,Wrapping mini ku movie putumayo zum ya cactus retro fsrmhouse curtains box topper gay plus stencil
B00009UTLD,Tiffen 58NSTR 58mm North Star Filter,Tiffen,Camera & Photo > Filters & Accessories > Electronics > Accessories > Effects Filters,"The North Star filter offers exciting and dazzling Star effects generated from original point or reflected light sources with the added glitter and sparkle of these exclusive, natural looking asymmetrical designs and shapes. Great for water scenes, candle flames, street lights, and more!"
B00009UTHY,Quantum QF61B Snoot,Quantum,Lighting & Studio > Lighting > Camera & Photo > Electronics,"For Pinpoint Lighting. Provides a hairlight or accent for objects, angle of illumination is 18 degrees."
